FACILITY_IDENTIFIER,FACILITY_NAME,FACILITY_TYPE,COUNTY,PHONE 1,PHONE 2,EMAIL 1,EMAIL 2,TOTAL_LICENCE_CAPACITY,ANNUAL_INSPECTION,ANNUAL_UNANNOUNCED_INSPECTION,PROBATIONARY_EXPIRY_DATE,AGE_RANGE,PROG_FULL_DAY,PROG_PART_DAY,PROG_SCHOOL_AGE,FAMILY_HOME,AGE_INFANT,AGE_TODDLER,AGE_PRESCHOOL,AGE_SCHOOL_AGE,ADDRESS,CITY,POSTAL,Location
3642273,Maple Tree Montessori Quinpool Campus,Day Care Facility,Halifax County,"902-453-5023, 902-209-1199 - cell",,mapletreemontessori@me.com,,14,"November 15, 2018","June 20, 2019",,3 years - 12 years,Yes,No,Yes,No,No,No,Yes,Yes,6583 QUINPOOL RD.,HALIFAX,B3L 1B6,"6583 QUINPOOL RD.
HALIFAX, NS B3L 1B6
(44.643329, -63.604361)"
3642286,Big Birds Nest Daycare,Day Care Facility,Colchester County,902-895-6608,,rosejoudrey@msn.com,,32,"September 4, 2018","April 2, 2019",,6 months - 5 years,Yes,Yes,No,No,Yes,Yes,Yes,No,17 LYMAN ST.,TRURO,B2N 4R9,"17 LYMAN ST.
TRURO, NS B2N 4R9
(45.363442, -63.26794)"
3642922,Coldbrook After School Program,Day Care Facility,Kings County,902-679-7153,,coldbrookasp@hotmail.com,,30,"September 19, 2018","March 27, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,2305 ENGLISH MOUNTAIN RD.,COLDBROOK,B4R 1B4,"2305 ENGLISH MOUNTAIN RD.
COLDBROOK, NS B4R 1B4
(45.056966, -64.586306)"
3643081,Bible Hill Play To Learn Child Care Centre Ltd.,Day Care Facility,Colchester County,902-843-2529,,gilroy_unit@hotmail.com,,58,"August 20, 2018","May 6, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,334 PICTOU RD.,BIBLE HILL,B2N 2T7,"334 PICTOU RD.
BIBLE HILL, NS B2N 2T7
(45.383295, -63.235083)"
3644314,Cumberland YMCA Cumberland North After School,Day Care Facility,Cumberland County,902-667-4724,,,,45,"October 11, 2018","June 25, 2019",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,879 HIGHWAY 204 HWY.,BROOKDALE,B4H 3Y1,
3646255,Sunny Valley Preschool,Day Care Facility,Colchester County,902-890-2458,,svchildcare.sh@gmail.com,,40,"September 10, 2018","May 8, 2019",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,96 SALMON RIVER RD.,VALLEY,B6L 2S5,"96 SALMON RIVER RD.
VALLEY, NS B6L 2S5
(45.393131, -63.204264)"
3648758,JR After School Program,Day Care Facility,Cape Breton County,"902-564-8169, 902-371-8164",,,,22,"September 17, 2018","April 29, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,25 WILKIE DR.,NORTH SYDNEY,B2A 1Y5,"25 WILKIE DR.
NORTH SYDNEY, NS B2A 1Y5
(46.20357, -60.264079)"
3649244,JR After School Program (2014) Ltd. - Ferrisview,Day Care Facility,Cape Breton County,902-371-8164,,judyshallo@yahoo.ca,,25,"September 24, 2018","April 11, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,83 ARCHIBALD AVE.,NORTH SYDNEY,B2A 2W9,"83 ARCHIBALD AVE.
NORTH SYDNEY, NS B2A 2W9
(46.212536, -60.254967)"
3649259,JR After School Program (2014) Ltd. - Cusack,Day Care Facility,Cape Breton County,902-371-8164,,judyshallo@yahoo.ca,,52,"September 18, 2018","April 29, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,500 BIRCH HILL DR.,SYDNEY,B1P 3V9,"500 BIRCH HILL DR.
SYDNEY, NS B1P 3V9
(46.13702, -60.165657)"
3649289,JR After School Program (2014) Ltd. - Robin Foote Elementary,Day Care Facility,Cape Breton County,902-371-8164,,judyshallo@yahoo.ca,,22,"September 7, 2018","April 10, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,125 SUNNYDALE DR.,WESTMOUNT,B1R 1J4,"125 SUNNYDALE DR.
WESTMOUNT, NS B1R 1J4
(46.139273, -60.215522)"
3650790,Halifax West Children's Centre,Day Care Facility,Halifax County,902-453-5065,,,,64,"September 28, 2018","May 9, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7037 MUMFORD RD. UNIT 4,HALIFAX,B3L 2J1,"7037 MUMFORD RD. UNIT 4
HALIFAX, NS B3L 2J1
(44.64948, -63.624181)"
3651971,Growing Place Early Education Centre (The) (Belle Vista),Day Care Facility,Halifax County,902-434-3886,,,,40,"March 27, 2019","September 14, 2018",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,34 BELLE VISTA DR.,DARTMOUTH,B2W 2X3,"34 BELLE VISTA DR.
DARTMOUTH, NS B2W 2X3
(44.680392, -63.515318)"
3651983,Growing Place Early Education Centre (The) (Woodlawn),Day Care Facility,Halifax County,902-433-0727,,thegrowingplace@outlook.com,,98,"March 28, 2019","November 28, 2018",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,114 WOODLAWN RD.,DARTMOUTH,B2W 2S7,"114 WOODLAWN RD.
DARTMOUTH, NS B2W 2S7
(44.672112, -63.532165)"
3652831,Little Pumpkins Inc,Day Care Facility,Kings County,902-365-5137,,littlepumpkinskentville@gmail.com,,50,"April 2, 2019","October 23, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,58 SCHOOL ST.,KENTVILLE,B4N 2P9,"58 SCHOOL ST.
KENTVILLE, NS B4N 2P9
(45.075494, -64.501445)"
3711619,Beaver Bank Children's Learning Centre-Community Centre,Day Care Facility,Halifax County,902-864-5118,,bbclc@eastlink.ca,,54,"February 6, 2019","July 12, 2018",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,1583 BEAVER BANK RD.,BEAVER BANK,B4G 1C5,"1583 BEAVER BANK RD.
BEAVER BANK, NS B4G 1C5
(44.849646, -63.685231)"
3711631,"Play, Learn, Grow in Bedford",Day Care Facility,Halifax County,902-444-7544,,sonia@play-learn-grow.com,,85,"December 13, 2018","July 8, 2019",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1040 BEDFORD HWY.,BEDFORD,B4A 1B4,"1040 BEDFORD HWY.
BEDFORD, NS B4A 1B4
(44.717735, -63.675582)"
3711639,YWCA Early Learning Centre,Day Care Facility,Halifax County,902-423-6162 ext: 5211,,m.suokonautio@ywcahalifax.com,,70,"November 19, 2018","May 7, 2019",,6 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,358 HERRING COVE RD.,HALIFAX,B3R 1S2,"358 HERRING COVE RD.
HALIFAX, NS B3R 1S2
(44.611962, -63.617715)"
3714361,YMCA of Pictou County Child Care Centre,Day Care Facility,Pictou County,902-752-0202 ext: 227,,,,57,"December 18, 2018","July 10, 2018",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,2756 WESTVILLE RD.,WESTVILLE ROAD,B2H 5C6,"2756 WESTVILLE RD.
WESTVILLE ROAD, NS B2H 5C6
(45.577786, -62.676059)"
3714363,Atlantic Montessori School Ltd.,Day Care Facility,Halifax County,902-405-3966,,info@atlanticmontessori.com,,36,"November 30, 2018","June 20, 2019",,18 months - 6 years,Yes,No,No,No,No,Yes,Yes,No,12 FLAMINGO DR.,HALIFAX,B3M 1S5,"12 FLAMINGO DR.
HALIFAX, NS B3M 1S5
(44.674978, -63.649306)"
3714368,Willowbrae Childcare Academy Hammonds Plains,Day Care Facility,Halifax County,"902-830-9514, 902-423-2273",,mosborne@willowbraechildcare.com,,162,"January 21, 2019","July 10, 2019",,6 months  - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,21 GLEN ARBOUR WAY,HAMMONDS PLAINS,B4B 1P3,"21 GLEN ARBOUR WAY
HAMMONDS PLAINS, NS B4B 1P3
(44.736271, -63.783135)"
3718883,Little Picasso Daycare & Art Centre,Day Care Facility,Halifax County,902-405-2874,,info@littlepicasso.ca,,37,"February 12, 2019","July 31, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,7 LANGBRAE DR.,HALIFAX,B3M 4N7,"7 LANGBRAE DR.
HALIFAX, NS B3M 4N7
(44.66994, -63.663665)"
3720704,Boys & Girls Club of Yarmouth Day Care Centre (Bond St),Day Care Facility,Yarmouth County,902-742 9103,,bgcydirector@hotmail.com,,100,"June 12, 2019","November 8, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,11 BOND ST.,YARMOUTH,B5A 1P6,"11 BOND ST.
YARMOUTH, NS B5A 1P6
(43.827056, -66.120586)"
3725593,Barrington Street Children's Centre,Day Care Facility,Halifax County,902-405-2722,,,,68,"December 11, 2018","April 12, 2018",,6 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,1233 BARRINGTON ST.,HALIFAX,B3J 1Y2,"1233 BARRINGTON ST.
HALIFAX, NS B3J 1Y2
(44.640612, -63.5707)"
3726465,Mount Pleasant School Age Program,Day Care Facility,Colchester County,902-895-6521,,jewell_Roberts@hotmail.com,,30,"January 8, 2019","July 10, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,169 GLENWOOD DR.,TRURO,B2N 1P5,"169 GLENWOOD DR.
TRURO, NS B2N 1P5
(45.352021, -63.283763)"
3737663,Step Above Childcare Centre,Day Care Facility,Halifax County,902-495-3831,,m.yassin@stepabovechildcare.ca,,81,"March 5, 2019","June 7, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,650 WASHMILL LAKE DR.,HALIFAX,B3S 0H8,"650 WASHMILL LAKE DR.
HALIFAX, NS B3S 0H8
(44.649754, -63.652079)"
3743919,Lantz Pre-School,Day Care Facility,Hants County,902-883-2486,,lantzpreschool@gmail.com,,20,"February 20, 2019","January 15, 2019",,3 years - 5 years,No,Yes,No,No,No,No,Yes,No,14 CHURCH ST.,LANTZ,B2S 1P3,"14 CHURCH ST.
LANTZ, NS B2S 1P3
(44.985404, -63.482353)"
3743945,"Kids & Company, Bedford",Day Care Facility,Halifax County,902-832-7902,,bedford@kidsandcompany.com,,179,"March 1, 2019","September 25, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,65 DELLRIDGE LANE UNIT,BEDFORD,B4A 0H2,"65 DELLRIDGE LANE UNIT
BEDFORD, NS B4A 0H2
(44.701042, -63.688903)"
3818582,Willowbrae Childcare Academy (Site 2),Day Care Facility,Halifax County,902-442-9244,,lakramar@willowbraechildcare.com,,132,"May 9, 2019","February 26, 2019",,4 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,94 GARLAND AVE.,DARTMOUTH,B3B 0A7,"94 GARLAND AVE.
DARTMOUTH, NS B3B 0A7
(44.705923, -63.581664)"
3878771,Waverley Road Children's Center,Day Care Facility,Halifax County,902-462-5838,,waverleyroadcc@bellaliant.com,,75,"July 3, 2019","April 10, 2019",,4 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,194 WAVERLEY RD.,DARTMOUTH,B2X 2C1,"194 WAVERLEY RD.
DARTMOUTH, NS B2X 2C1
(44.692796, -63.5448)"
3882074,Chebucto Family Centre Home Daycare Agency,Family Home Day Care Agency,Halifax County,902-479-3031 ext: 310,,jane@hgahfx.ca,,,"July 16, 2019","May 7, 2019",,,No,No,No,Yes,No,No,No,No,3 SYLVIA AVE.,HALIFAX,B3R 1J7,"3 SYLVIA AVE.
HALIFAX, NS B3R 1J7
(44.603606, -63.611307)"
3882317,Down by the Bay Early Childhood Program,Day Care Facility,Shelburne County,"902-745-3710 - school, 902-320-1245 - cell in classroom",,csiafterschool@hotmail.com,,30,"October 29, 2018","May 10, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,29 SCHOOL ST.,CLARK'S HARBOUR,B0W 1P0,"29 SCHOOL ST.
CLARK'S HARBOUR, NS B0W 1P0
(43.448548, -65.636207)"
3882319,14 Wing Greenwood Military Family Resource Centre Preschool Programs,Day Care Facility,Kings County,902-765-1494 ext: 5053,,brenda.virtue-ellis@forces.gc.ca,,36,"September 19, 2018","April 1, 2019",,2.5 years - 5 years,No,Yes,No,No,No,Yes,Yes,No,83 SCHOOL ST.,GREENWOOD,B0P 1N0,"83 SCHOOL ST.
GREENWOOD, NS B0P 1N0
(44.963731, -64.943602)"
3883127,Home Away From Home ERMES Child Care Program,Day Care Facility,Shelburne County,"902-745-3663 - FHDC office, 902-637-7266 - Krista cell",,ermesafterschool@eastlink.ca,,33,"October 18, 2018","May 3, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,5961 HIGHWAY 3 HWY.,SHAG HARBOUR,B0W 3B0,
3883131,Busy Bee Day Care (Porters Lake),Day Care Facility,Halifax County,902-827-3456,,email@busybeedaycare.com,,48,"September 18, 2018","April 15, 2019",,4 months - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,95 WEST PORTERS LAKE RD.,PORTERS LAKE,B3E 1K2,"95 WEST PORTERS LAKE RD.
PORTERS LAKE, NS B3E 1K2
(44.733737, -63.308992)"
3885120,Giant Steps St. Nicholas,Day Care Facility,Halifax County,902-820-3236,,,,30,,"February 20, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,29 WESTWOOD BLVD.,UPPER TANTALLON,B3Z 1H4,"29 WESTWOOD BLVD.
UPPER TANTALLON, NS B3Z 1H4
(44.706815, -63.859853)"
3886763,East Hants Childcare Centre,Day Care Facility,Hants County,902-259-3313,,ehcc2013@gmail.com,,99,"July 18, 2019","February 27, 2019",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,248 HIGHWAY 2 HWY.,ENFIELD,B2T 1C9,
3941417,Kingston Before and After School Program,Day Care Facility,Kings County,902-765-8797,,ab.patey@ns.sympatico.ca,,30,"October 19, 2018","May 6, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,630 PINE RIDGE AVE.,KINGSTON,B0P 1R0,"630 PINE RIDGE AVE.
KINGSTON, NS B0P 1R0
(44.993256, -64.943106)"
3950206,East Hants Family,Family Home Day Care Agency,Hants County,902-259-3313,,ehcc2013@gmail.com,,,"November 6, 2018","May 13, 2019",,,No,No,No,Yes,No,No,No,No,248 HIGHWAY 2 HWY.,ENFIELD,B2T 1C9,
3958837,"Kids and Company, Larry Uteck",Day Care Facility,Halifax County,902-832-7852,,larryuteck@kidsandcompany.com,,76,,"May 21, 2019",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,540 SOUTHGATE DR. UNIT 103,BEDFORD,B4A 0C9,"540 SOUTHGATE DR. UNIT 103
BEDFORD, NS B4A 0C9
(44.701469, -63.67804)"
3958896,"Kids and Company, Hammonds Plains, School Age",Day Care Facility,Halifax County,902-405-5437,,hammondsplains@kidsandcompany.com,,46,,"May 22, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1378 HAMMONDS PLAINS RD.,HAMMONDS PLAINS,B4B 1P6,"1378 HAMMONDS PLAINS RD.
HAMMONDS PLAINS, NS B4B 1P6
(44.72763, -63.746325)"
3958915,"Kids and Company, Hammonds Plains",Day Care Facility,Halifax County,902-405-5437,,hammondsplains@kidsandcompany.com,,108,,"May 22, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1376 HAMMONDS PLAINS RD.,HAMMONDS PLAINS,B4B 1P6,"1376 HAMMONDS PLAINS RD.
HAMMONDS PLAINS, NS B4B 1P6
(44.727592, -63.746206)"
3958960,Centre de la Petite Enfance de la Rive-Sud,Day Care Facility,Lunenburg County,902-527-2741,,cperivesud@gmail.com,,42,"December 6, 2018","May 8, 2019",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,20 PETITE EVANGELINE CRT. A,COOKVILLE,B4V 7P8,"20 PETITE EVANGELINE CRT. A
COOKVILLE, NS B4V 7P8
(44.404344, -64.541362)"
3981227,Friends for Life Beaverbank Inc.,Day Care Facility,Halifax County,902-865-7003,,lisa.beddow@bellaliant.ca,,60,,,,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,289 BEAVER BANK RD.,BEAVER BANK,B4E 1K1,"289 BEAVER BANK RD.
BEAVER BANK, NS B4E 1K1
(44.797775, -63.68899)"
3984290,Judy's Early Learning Preschool,Day Care Facility,Halifax County,902-835-7929,,judy@judyspreschool.com,,14,"November 4, 2011","May 16, 2019",,2 years - 5 years,No,Yes,No,No,No,Yes,Yes,No,29 MEADOWVIEW DR.,BEDFORD,B4A 2C3,"29 MEADOWVIEW DR.
BEDFORD, NS B4A 2C3
(44.739802, -63.659508)"
3984313,Tiny Angels Early Education,Day Care Facility,Halifax County,782-414-6506,,bliu_blin@yahoo.com,,14,,,,18 months-5 years,Yes,Yes,No,No,No,Yes,Yes,No,114 OCEANVIEW DR.,BEDFORD,B4A 4C5,"114 OCEANVIEW DR.
BEDFORD, NS B4A 4C5
(44.707292, -63.682937)"
3984632,Bright Side Early Learning Centre,Day Care Facility,Halifax County,902-407-7267,,brightside.elc@outlook.com,,34,,"April 30, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,479 ARKLOW DR.,COLE HARBOUR,B2W 4S1,"479 ARKLOW DR.
COLE HARBOUR, NS B2W 4S1
(44.677984, -63.483307)"
3986849,Elmwood Child Care Centre (Infants) Ltd,Day Care Facility,Hants County,902-883-1214,,elmwoodcc@eastlink.ca,,16,,,,3 months - 2 years,Yes,No,No,No,Yes,Yes,No,No,753 HIGHWAY 2 HWY.,ELMSDALE,B2S 1A8,
3986898,Elmwood Child Care Centre (Elmsdale Location),Day Care Facility,Hants County,902-883-1066,,elmwoodcc@eastlink.ca,,28,,,,18 months - 8 years,Yes,No,Yes,No,No,Yes,Yes,Yes,583 HIGHWAY 2 HWY.,ELMSDALE,B2S 1A4,
3986916,Elmwood Child Care Centre (Lantz) Ltd,Day Care Facility,Hants County,902-883-1066,,elmwoodcc@eastlink.ca,,64,"February 6, 2019",,,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1208 HIGHWAY 2 HWY.,LANTZ,B2S 1T5,
3990284,Jubilee Road Children's Centre,Day Care Facility,Halifax County,902-429-6406,,info@jubileeroadchildrenscentre.ca,,28,"February 12, 2019","June 8, 2011",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,6117 JUBILEE RD.,HALIFAX,B3H 2E8,"6117 JUBILEE RD.
HALIFAX, NS B3H 2E8
(44.642677, -63.591701)"
3990295,Peter Pan Day Care Centre,Day Care Facility,Cape Breton County,902-564-9281,,peterpandaycare@ns.aliantzinc.ca,,59,"January 31, 2019","July 29, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,77 JAMES ST.,SYDNEY,B1N 2S3,"77 JAMES ST.
SYDNEY, NS B1N 2S3
(46.162872, -60.189437)"
3994480,Boys and Girls Club of Yarmouth (Meadowfields),Day Care Facility,Yarmouth County,902-742-9103,,bgcy@hotmail.com,,45,,"May 9, 2019",,Pre-primary - 12,No,No,Yes,No,No,No,No,Yes,106 PROSPECT ST.,BROOKLYN,B5A 4J2,"106 PROSPECT ST.
BROOKLYN, NS B5A 4J2
(43.857109, -66.103042)"
4012371,Carousel Nursery School,Day Care Facility,Colchester County,,,ctucker@ns.sympatico.ca,,20,"April 29, 2019","November 1, 2011",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,15 CHURCH ST.,TATAMAGOUCHE,B0K 1V0,"15 CHURCH ST.
TATAMAGOUCHE, NS B0K 1V0
(45.712648, -63.294246)"
4013004,Smiles and Chuckles Children's Centre,Day Care Facility,Colchester County,,,smilesandchuckleschildrens@gmail.com,,28,"May 3, 2019","September 12, 2011",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,54 MAIN ST. E,STEWIACKE,B0N 2J0,"54 MAIN ST. E
STEWIACKE, NS B0N 2J0
(45.138696, -63.350697)"
4025155,Tree House Early Learning Center,Day Care Facility,Cape Breton County,902-539-5700,,treehouseearlylearning@outlook.com,,18,"May 6, 2019","October 19, 2011",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,864 GEORGE ST.,SYDNEY,B1P 1L9,"864 GEORGE ST.
SYDNEY, NS B1P 1L9
(46.12954, -60.186529)"
4025164,North Preston Day Care Centre,Day Care Facility,Halifax County,902-435-5008,,npdaycare@eastlink.ca,,62,"May 15, 2019",,,5 months - 10 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,52 CAIN ST.,NORTH PRESTON,B2Z 1A2,"52 CAIN ST.
NORTH PRESTON, NS B2Z 1A2
(44.744542, -63.466884)"
4049205,Societe de la Garderie Le Petit Voilier,Day Care Facility,Halifax County,902-865-2747,,jane.williamson@petitvoilier.ca,,96,,,,3 years - 12 years,Yes,Yes,Yes,No,No,No,Yes,Yes,1326 BEDFORD HWY.,BEDFORD,B4A 1C9,"1326 BEDFORD HWY.
BEDFORD, NS B4A 1C9
(44.727019, -63.665799)"
4049469,"A Tiny Lab for Early Learning, Ltd.",Day Care Facility,Halifax County,"902-429-2539, 902-220-4545",,jillian@atinylab.ca,,42,"July 10, 2019",,,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,2236 MAITLAND ST.,HALIFAX,B3K 2Z9,"2236 MAITLAND ST.
HALIFAX, NS B3K 2Z9
(44.653238, -63.583784)"
4056485,Bayers Westwood Day Care Centre,Day Care Facility,Halifax County,902-454-6833,,clamb@ns.aliantzinc.ca,,21,"July 25, 2019",,,18 months - 8 years,Yes,No,No,No,No,Yes,Yes,Yes,6724 CHISHOLM AVE.,HALIFAX,B3L 2R9,"6724 CHISHOLM AVE.
HALIFAX, NS B3L 2R9
(44.658008, -63.621822)"
4056843,Whitney Pier Day Care Centre,Day Care Facility,Cape Breton County,902-564-6344,,wpdaycare@ns.aliantzinc.ca,,69,"June 6, 2012","November 16, 2011",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,253 HENRY ST.,SYDNEY,B1N 2H7,"253 HENRY ST.
SYDNEY, NS B1N 2H7
(46.155891, -60.179279)"
4056898,YMCA Purdy's Wharf Child Care Centre,Day Care Facility,Halifax County,902-492-3622,,lorrie_turnbull@ymca.ca,,62,"July 10, 2019","September 22, 2011",,3 months - 6 years,Yes,No,No,No,Yes,Yes,Yes,No,1969 UPPER WATER  ST.,HALIFAX,B3J 3R7,"1969 UPPER WATER  ST.
HALIFAX, NS B3J 3R7
(44.651839, -63.575819)"
4089121,Carmie's Pre-School & Day Care,Day Care Facility,Hants County,902-883-9898,,carmieskids@bellaliant.com,,45,"July 18, 2019","March 28, 2012",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,402 HIGHWAY 214 HWY.,ELMSDALE,B2S 2L7,
4089127,South End Community Day Care Centre,Day Care Facility,Halifax County,902-420-1618,,,,81,"July 12, 2019",,,3 months - 12 years,Yes,No,No,No,Yes,Yes,Yes,No,5594 MORRIS ST.,HALIFAX,B3J 1C2,"5594 MORRIS ST.
HALIFAX, NS B3J 1C2
(44.640623, -63.575637)"
4089149,Acadia Playtime Day Care Centre,Day Care Facility,Cape Breton County,902-539-4206,,,,32,"July 8, 2011","December 19, 2011",,2 years - 8 years,Yes,No,Yes,No,No,Yes,Yes,Yes,246 WHITNEY AVE.,SYDNEY,B1P 5A4,"246 WHITNEY AVE.
SYDNEY, NS B1P 5A4
(46.136414, -60.179228)"
4089370,Evangeline Child Care Centre,Day Care Facility,Kings County,902-678-9402,,e.simpson@ns.sympatico.ca,,40,"July 16, 2019","November 10, 2011",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,85 RIVER ST.,KENTVILLE,B4N 1G8,"85 RIVER ST.
KENTVILLE, NS B4N 1G8
(45.079837, -64.497815)"
4089426,Happy Bee Child Care,Day Care Facility,Halifax County,902-469-3456,,shelia-bee@hotmail.com,,15,"July 10, 2011",,,18 months - 11 years,Yes,No,No,No,No,Yes,Yes,No,1024 MAIN RD.,EASTERN PASSAGE,B0J 3A0,
4089436,Jane Norman College Family Home Child Care Agency,Family Home Day Care Agency,Colchester County,902-893-3342,,joudriel@inst-hse.ca,,,"July 7, 2011","January 18, 2012",,,No,No,No,Yes,No,No,No,No,60 LORNE ST.,TRURO,B2N 3K3,"60 LORNE ST.
TRURO, NS B2N 3K3
(45.367908, -63.279615)"
4089452,Mary Lee Pre-School,Day Care Facility,Cape Breton County,902-567-2040,,gshopper@live.ca,,52,"July 13, 2011","December 20, 2011",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1559 KINGS RD.,SYDNEY RIVER,B1S 1E8,"1559 KINGS RD.
SYDNEY RIVER, NS B1S 1E8
(46.101764, -60.23184)"
4089462,Mount St. Vincent Child Study Centre,Day Care Facility,Halifax County,902-457-6287,,debbie.armstrong@msvu.ca,,40,"July 15, 2019",,,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,166 BEDFORD HWY.,HALIFAX,B3M 2J6,"166 BEDFORD HWY.
HALIFAX, NS B3M 2J6
(44.672888, -63.644385)"
4089479,Through The Years Day Care and Community Centre,Day Care Facility,Lunenburg County,902-857-1777,,throughtheyears-director@hotmail.com,,100,"July 15, 2019","December 13, 2011",,5 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,20 PTE. RICHARD GREEN LANE,HUBBARDS,B0J 1T0,"20 PTE. RICHARD GREEN LANE
HUBBARDS, NS B0J 1T0
(44.635411, -64.07124)"
4089503,St. Joseph's Children's Centre (Damascus Road),Day Care Facility,Halifax County,"902-422-8441 ext: 196, ext: 194",,damascus@stjcc.ca,,104,"July 16, 2019",,,3 months - 6 years,Yes,No,No,No,Yes,Yes,Yes,No,30 DAMASCUS RD.,BEDFORD,B4A 0C2,"30 DAMASCUS RD.
BEDFORD, NS B4A 0C2
(44.750026, -63.64037)"
4090657,Kids and Company (Eastern Passage),Day Care Facility,Halifax County,902-431-6845,,easternpassage@kidsandcompany.com,,150,"July 18, 2019",,,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,86 COW BAY RD.,EASTERN PASSAGE,B3G 1A2,"86 COW BAY RD.
EASTERN PASSAGE, NS B3G 1A2
(44.612526, -63.489254)"
